transit_depth_ppm,stellar_radius_rsun,tce_max_mult_ev,orbital_period_days,stellar_teff_k,ghost_core_aperture_corr,tce_dicco_mra_sig,tce_dicco_mdec_sig,secondary_eclipse_depth_ratio,odd_even_depth_diff,log_mes,centroid_offset_magnitude,label
21660.0,1.23,11173.022304667635,2.6274574,6148.0,0.13060102225623532,0.00471581862809337,0.0001975817721157136,0.005766786248326759,-0.7475584683388912,9.321346926139139,0.004719955920317987,1
5310.0,1.51,1964.384611013193,2.3348152,5949.1,0.4096780859397848,-0.004451665672661332,-0.002031899887617854,0.047793633034943626,-0.10163824168301244,7.583443235946107,0.004893459350444501,1
9930.0,1.26,7138.208992146277,3.606557,5775.3,0.3950021825530682,0.04037368884942093,0.016304737833725796,0.07185857271667201,0.094308331430625,8.873357263782786,0.043541695271732184,1
14573.0,1.46,4785.526459640181,3.3421583,6022.0,0.4941142286743738,0.032164344077786906,0.013687288036353624,0.012673110133145423,-0.6743447053153384,8.47356026234359,0.034955498619593094,1
1975.0,1.63,3622.77064415328,17.2051468,6470.6,0.03972891958509622,0.044445944372772286,0.0387773466509558,0.017249489533289388,0.11178937040978411,8.195270377122924,0.05898410450685813,1
8397.0,1.54,5049.815205869827,3.917482,6466.0,0.36982487570014794,0.01636010338814977,0.015142967321231717,0.034404983022841173,-0.3617853494681062,8.5273049361464,0.022292654444072857,1
5200.0,1.64,1479.1867195764225,6.7565519,5972.0,0.20134818979319907,0.010525261647190635,0.015688579063317703,0.014100278306951253,-0.2260015764153226,7.299923520676382,0.018892131848147597,1
13090.0,1.74,4952.45389531088,1.5101054,5964.0,0.29221346202373544,-0.0013606483625295462,0.03279250522398151,0.009072266574845984,-0.1855411052962247,8.507840368872218,0.03282072154647593,1
18330.0,0.82,10581.62710487262,3.8123614,4780.0,0.3563436180275985,0.006118639773044854,-0.0095748633814198,0.05330517770228054,-0.3452140111628178,9.26696898317791,0.0113629116622959,1
6960.0,1.71,4172.893189134809,4.1976789,6058.0,0.4343834459541648,0.02125907535690165,0.004727935706681444,0.07050613896818096,-0.20280516614118732,8.336604497739724,0.021778467831253336,1
3205.5671437,1.12196,1281.8329182233829,1.6511456,5752.0,0.12432120513319167,0.004349039751958236,0.03964847778534861,0.06016509103522804,0.4400704169637649,7.156826128717838,0.039886287586831076,1
372.0,1.24,1811.9081566609418,1.9126596,5601.4,0.03890758194126093,0.011138039721060373,-0.010358377275650485,0.03664580681268952,0.14097656053655688,7.502687551259293,0.015210256691214353,1
1671.1171293,0.623191,3534.8026303648326,746.9545356,3933.0,0.47237060800217306,0.005962246041321078,-0.011816056750985694,0.028235795471726322,-0.2101327758147794,8.17069560499518,0.013235088779443962,1
17476.7084817,1.82228,3956.282335922726,3.7271641,6231.0,0.02935805594889973,-0.005794898033624179,0.018726969203663915,0.03028041912457212,-0.23043571870148966,8.283312789844036,0.019603066565593203,1
3740.0,1.48,3913.7567924383184,1.8460997,6123.9,0.10642677635711478,0.001352899634353022,0.00505401867913883,0.08187610298735347,0.24584950700827574,8.272508484512704,0.0052319635157096365,1
19427.6944703,0.933975,3206.301594945735,1.3600283,5500.0,0.18277093357507973,0.013660730690505263,0.009642913400451971,0.06568902352700592,-0.9781475667570074,8.073185237973549,0.01672128409683684,1
2524.567663,0.325,3410.388580782909,0.846542,3380.0,0.4590720524178411,0.022088653921151332,0.01349551131385171,0.04743604797472437,0.018485957002220554,8.134874695831442,0.025885081759011185,0
8735.0,1.04,3244.103170020322,4.1245473,5825.0,0.022391523930524793,0.014013626558397918,0.013858378220028049,0.07032148843025689,0.08051920836182819,8.084902422167554,0.019708789313592635,1
3510.0,1.24,4012.311323428949,7.6945481,4875.8,0.42739463416534695,0.012052682460078352,-0.004889367631140311,0.057707108303969884,0.4281756606643514,8.297371945984219,0.013006654847266572,1
16196.191206,1.66889,9601.395372017201,3.5018023,6383.9,0.3704628539106047,0.00673410120782568,-0.006962724530295801,0.08244356151283523,-0.2000048589183656,9.169767864249968,0.009686467465594574,1
2190.0,1.92,1608.7869986243265,11.3543085,6421.0,0.0022949626035908,-0.03862629347100973,0.03261498781196818,0.05412254865082817,-0.031870229601493105,7.383857150235124,0.0505542083043875,0
